headline,date,url,relevant_tickers,summary,source,wayback_url,matched_term,relevance_score
Will UnitedHealth's (UNH) Revenue Growth Aid Q3 Earnings?,10/16/2018,https://web.archive.org/web/20181016101425/https://finance.yahoo.com/quote/unh,['UNH'],,Yahoo Finance,https://web.archive.org/web/20181016101425/https://finance.yahoo.com/quote/unh,UnitedHealth,3.8
Can UnitedHealth Meet Analysts’ Revenue Estimate in Q3 2018?,10/16/2018,https://web.archive.org/web/20181016101425/https://finance.yahoo.com/quote/unh,['UNH'],,Yahoo Finance,https://web.archive.org/web/20181016101425/https://finance.yahoo.com/quote/unh,UnitedHealth,3.8
Analyst Ratings for UnitedHealth before Q3 2018 Earnings,10/16/2018,https://web.archive.org/web/20181016101425/https://finance.yahoo.com/quote/unh,['UNH'],,Yahoo Finance,https://web.archive.org/web/20181016101425/https://finance.yahoo.com/quote/unh,UnitedHealth,3.8
UnitedHealth (UNH) Q3 Earnings Likely to Beat: Here's Why?,10/15/2017,https://web.archive.org/web/20171015212424/https://finance.yahoo.com/quote/UNH/,['UNH'],,Yahoo Finance,https://web.archive.org/web/20171015212424/https://finance.yahoo.com/quote/UNH/,UnitedHealth,3.8
What's in the Offing for UnitedHealth (UNH) Earnings in Q3?,10/13/2020,https://web.archive.org/web/20201013172819/https://finance.yahoo.com/quote/UNH,['UNH'],,Yahoo Finance,https://web.archive.org/web/20201013172819/https://finance.yahoo.com/quote/UNH,UnitedHealth,3.8
UNH vs SectorMore details,10/11/2020,https://web.archive.org/web/20201011143808/https://finance.yahoo.com/quote/UNH,['UNH'],,Yahoo Finance,https://web.archive.org/web/20201011143808/https://finance.yahoo.com/quote/UNH,UNH,3.8
"UnitedHealth Group Board Authorizes Payment of Quarterly Dividend to 
      Shareholders",09/01/2015,http:///web/20150901062545/http://www.marketwatch.com/story/unitedhealth-group-board-authorizes-payment-of-quarterly-dividend-to-shareholders-2015-08-12,['UNH'],,MarketWatch,https://web.archive.org/web/20150901062545/http://www.marketwatch.com:80/investing/stock/UNH,UnitedHealth,3.8
UnitedHealth (UNH) Up 2.4% Since Earnings Report: Can It Continue?,08/19/2017,https://web.archive.org/web/20170819004620/https://finance.yahoo.com/quote/UNH/,['UNH'],,Yahoo Finance,https://web.archive.org/web/20170819004620/https://finance.yahoo.com/quote/UNH/,UnitedHealth,3.8
"UnitedHealth Shares Fall Despite Q2 Earnings Beat, Raised Guidance",07/26/2018,https://web.archive.org/web/20180726005322/https://www.thestreet.com/quote/UNH.html,['UNH'],,The Street,https://web.archive.org/web/20180726005322/https://www.thestreet.com/quote/UNH.html,UnitedHealth,3.8
UnitedHealth Group (UNH) Q2 2020 Earnings Call Transcript,07/21/2020,https://web.archive.org/web/20200721200056/https://finance.yahoo.com/quote/UNH,['UNH'],,Yahoo Finance,https://web.archive.org/web/20200721200056/https://finance.yahoo.com/quote/UNH,UnitedHealth,3.8
Edited Transcript of UNH earnings conference call or presentation 15-Jul-20 12:45pm GMT,07/21/2020,https://web.archive.org/web/20200721200056/https://finance.yahoo.com/quote/UNH,['UNH'],,Yahoo Finance,https://web.archive.org/web/20200721200056/https://finance.yahoo.com/quote/UNH,UNH,3.8
"Dow Jones Gains on Vaccine News; Goldman Sachs Stock Jumps on Strong Earnings, While UnitedHealth Slumps",07/21/2020,https://web.archive.org/web/20200721200056/https://finance.yahoo.com/quote/UNH,['UNH'],,Yahoo Finance,https://web.archive.org/web/20200721200056/https://finance.yahoo.com/quote/UNH,UnitedHealth,3.8
UnitedHealth’s better-than-expected earnings and higher guidance fail to ignite stock rally,07/20/2019,https://web.archive.org/web/20190720183818/https://www.marketwatch.com/investing/stock/unh,['UNH'],,MarketWatch,https://web.archive.org/web/20190720183818/https://www.marketwatch.com/investing/stock/unh,UnitedHealth,3.8
UnitedHealth Turns In Solid Earnings but the Stock Isn’t Taking Off,07/18/2019,https://web.archive.org/web/20190718165026/https://www.marketwatch.com/investing/stock/unh,['UNH'],,MarketWatch,https://web.archive.org/web/20190718165026/https://www.marketwatch.com/investing/stock/unh,UnitedHealth,3.8
UnitedHealth lifts 2019 profit forecast after topping second-quarter estimates,07/18/2019,https://web.archive.org/web/20190718165026/https://www.marketwatch.com/investing/stock/unh,['UNH'],,MarketWatch,https://web.archive.org/web/20190718165026/https://www.marketwatch.com/investing/stock/unh,UnitedHealth,3.8
"UnitedHealth (UNH) Beats on Q2 Earnings, Guides Up for 2019",07/18/2019,https://web.archive.org/web/20190718165026/https://www.marketwatch.com/investing/stock/unh,['UNH'],,MarketWatch,https://web.archive.org/web/20190718165026/https://www.marketwatch.com/investing/stock/unh,UnitedHealth,3.8
UnitedHealth Group (UNH) Beats Q2 Earnings Estimates,07/18/2019,https://web.archive.org/web/20190718165026/https://www.marketwatch.com/investing/stock/unh,['UNH'],,MarketWatch,https://web.archive.org/web/20190718165026/https://www.marketwatch.com/investing/stock/unh,UnitedHealth,3.8
"UnitedHealth Earnings Easily Beat, But Guidance Light; Dow Jones Stock Reverses From Buy Point",07/18/2019,https://web.archive.org/web/20190718161733/https://finance.yahoo.com/quote/UNH/,['UNH'],,Yahoo Finance,https://web.archive.org/web/20190718161733/https://finance.yahoo.com/quote/UNH/,UnitedHealth,3.8
"UnitedHealth boosts earnings forecast, set to pass price discounts to patients",07/18/2019,https://web.archive.org/web/20190718161733/https://finance.yahoo.com/quote/UNH/,['UNH'],,Yahoo Finance,https://web.archive.org/web/20190718161733/https://finance.yahoo.com/quote/UNH/,UnitedHealth,3.8
"UnitedHealth Tops Q2 Profit Forecast, Boosts 2019 Guidance, As Optum Sales Rise",07/18/2019,https://web.archive.org/web/20190718161733/https://finance.yahoo.com/quote/UNH/,['UNH'],,Yahoo Finance,https://web.archive.org/web/20190718161733/https://finance.yahoo.com/quote/UNH/,UnitedHealth,3.8
UnitedHealth's stock slips after profit rises well above expectations but revenue misses,07/16/2020,https://web.archive.org/web/20200716115437/https://www.marketwatch.com/investing/stock/UNH,['UNH'],,MarketWatch,https://web.archive.org/web/20200716115437/https://www.marketwatch.com/investing/stock/UNH,UnitedHealth,3.8
"UnitedHealth Group (UNH) CEO, David Wichmann on Q2 2020 Results - Earnings Call Transcript",07/16/2020,https://web.archive.org/web/20200716115437/https://www.marketwatch.com/investing/stock/UNH,['UNH'],,MarketWatch,https://web.archive.org/web/20200716115437/https://www.marketwatch.com/investing/stock/UNH,UnitedHealth,3.8
UnitedHealth's (UNH) Earnings in Q2 Beat on Lower Payouts,07/16/2020,https://web.archive.org/web/20200716115437/https://www.marketwatch.com/investing/stock/UNH,['UNH'],,MarketWatch,https://web.archive.org/web/20200716115437/https://www.marketwatch.com/investing/stock/UNH,UnitedHealth,3.8
Why Earnings Season Could Be Great for UnitedHealth Group (UNH),07/14/2020,https://web.archive.org/web/20200714214009/https://www.marketwatch.com/investing/stock/UNH,['UNH'],,MarketWatch,https://web.archive.org/web/20200714214009/https://www.marketwatch.com/investing/stock/UNH,UnitedHealth,3.8
UnitedHealth (UNH) to Post Q2 Earnings: Will Revenue Rise Aid?,07/14/2020,https://web.archive.org/web/20200714214009/https://www.marketwatch.com/investing/stock/UNH,['UNH'],,MarketWatch,https://web.archive.org/web/20200714214009/https://www.marketwatch.com/investing/stock/UNH,UnitedHealth,3.8
UnitedHealth Group (UNH) Earnings Expected to Grow: Should You Buy?,07/13/2020,https://web.archive.org/web/20200713004013/https://finance.yahoo.com/quote/UNH,['UNH'],,Yahoo Finance,https://web.archive.org/web/20200713004013/https://finance.yahoo.com/quote/UNH,UnitedHealth,3.8
UnitedHealth Boosts Quarterly Dividend by 20% to $1.08 a Share,07/08/2019,https://web.archive.org/web/20190708203418/https://www.thestreet.com/quote/UNH.html,['UNH'],,The Street,https://web.archive.org/web/20190708203418/https://www.thestreet.com/quote/UNH.html,UnitedHealth,3.8
UnitedHealth raises quarterly dividend by 20% to 75 cents a share,07/04/2017,https://web.archive.org/web/20170704220421/http://www.marketwatch.com/investing/stock/UNH,['UNH'],,MarketWatch,https://web.archive.org/web/20170704220421/http://www.marketwatch.com/investing/stock/UNH,UnitedHealth,3.8
UnitedHealth Group (UNH) Presents At Bernstein's 33rd Annual Strategic Decisions Conference - Slideshow,06/17/2017,https://web.archive.org/web/20170617050207/https://www.thestreet.com/quote/UNH.html,['UNH'],,The Street,https://web.archive.org/web/20170617050207/https://www.thestreet.com/quote/UNH.html,UnitedHealth,3.8
UnitedHealth raises quarterly dividend by 20%,06/14/2018,https://web.archive.org/web/20180614232755/https://www.marketwatch.com/investing/stock/unh,['UNH'],,MarketWatch,https://web.archive.org/web/20180614232755/https://www.marketwatch.com/investing/stock/unh,UnitedHealth,3.8
"UnitedHealth Group boosts quarterly dividend, again",06/08/2016,https://web.archive.org/web/20160608223208/https://www.zacks.com/stock/quote/UNH,['UNH'],,Zacks,https://web.archive.org/web/20160608223208/https://www.zacks.com/stock/quote/UNH,UnitedHealth,3.8
Why Is UnitedHealth (UNH) Up 8.9% Since Last Earnings Report?,05/29/2019,https://web.archive.org/web/20190529065719/https://www.zacks.com/stock/quote/UNH,['UNH'],,Zacks,https://web.archive.org/web/20190529065719/https://www.zacks.com/stock/quote/UNH,UnitedHealth,3.8
Edited Transcript of UNH earnings conference call or presentation 18-Apr-17 12:45pm GMT,04/29/2017,https://web.archive.org/web/20170429010043/https://finance.yahoo.com/quote/UNH/,['UNH'],,Yahoo Finance,https://web.archive.org/web/20170429010043/https://finance.yahoo.com/quote/UNH/,UNH,3.8
Edited Transcript of UNH earnings conference call or presentation 15-Apr-20 12:45pm GMT,04/20/2020,https://web.archive.org/web/20200420101651/https://finance.yahoo.com/quote/UNH,['UNH'],,Yahoo Finance,https://web.archive.org/web/20200420101651/https://finance.yahoo.com/quote/UNH,UNH,3.8
UnitedHealth Stock Gains On Earnings; Centene Clears Buy Point,04/20/2020,https://web.archive.org/web/20200420101651/https://finance.yahoo.com/quote/UNH,['UNH'],,Yahoo Finance,https://web.archive.org/web/20200420101651/https://finance.yahoo.com/quote/UNH,UnitedHealth,3.8
UnitedHealth beats first-quarter profit estimates and raises its 2019 forecast,04/19/2019,https://web.archive.org/web/20190419021410/https://www.cnbc.com/earnings/,['UNH'],,CNBC,https://web.archive.org/web/20190419021410/https://www.cnbc.com/earnings/,UnitedHealth,3.8
UnitedHealth Group Stock Rises on Good Earnings,04/16/2020,https://web.archive.org/web/20200416075816/https://www.marketwatch.com/investing/stock/unh,['UNH'],,MarketWatch,https://web.archive.org/web/20200416075816/https://www.marketwatch.com/investing/stock/unh,UnitedHealth,3.8
"UnitedHealth's stock jumps after profit and revenue beats expectations, full-year outlook affirmed",04/16/2020,https://web.archive.org/web/20200416075816/https://www.marketwatch.com/investing/stock/unh,['UNH'],,MarketWatch,https://web.archive.org/web/20200416075816/https://www.marketwatch.com/investing/stock/unh,UnitedHealth,3.8
UnitedHealth Group's (UNH) CEO David Wichmann on Q1 2020 Results - Earnings Call Transcript,04/16/2020,https://web.archive.org/web/20200416075816/https://www.marketwatch.com/investing/stock/unh,['UNH'],,MarketWatch,https://web.archive.org/web/20200416075816/https://www.marketwatch.com/investing/stock/unh,UnitedHealth,3.8
"UnitedHeath (UNH) Beats on Q1 Earnings, Dodges Coronavirus Curse",04/16/2020,https://web.archive.org/web/20200416075816/https://www.marketwatch.com/investing/stock/unh,['UNH'],,MarketWatch,https://web.archive.org/web/20200416075816/https://www.marketwatch.com/investing/stock/unh,UNH,3.8
U.S. stocks eke out gains but UnitedHealth's stock slump weighs on health-care sector,04/16/2019,https://web.archive.org/web/20190416211704/https://www.marketwatch.com/investing/stock/unh,['UNH'],,MarketWatch,https://web.archive.org/web/20190416211704/https://www.marketwatch.com/investing/stock/unh,UnitedHealth,3.8
"UnitedHealth stock falls despite earnings beat, signaling investor jitters over ‘Medicare for All’",04/16/2019,https://web.archive.org/web/20190416211704/https://www.marketwatch.com/investing/stock/unh,['UNH'],,MarketWatch,https://web.archive.org/web/20190416211704/https://www.marketwatch.com/investing/stock/unh,UnitedHealth,3.8
UnitedHealth Earnings Beat Expectations but Shares Give Back Early Gain,04/16/2019,https://web.archive.org/web/20190416211704/https://www.marketwatch.com/investing/stock/unh,['UNH'],,MarketWatch,https://web.archive.org/web/20190416211704/https://www.marketwatch.com/investing/stock/unh,UnitedHealth,3.8
"UnitedHealth's stock rallies after profit and revenue rise above expectations, outlook raised",04/16/2019,https://web.archive.org/web/20190416211704/https://www.marketwatch.com/investing/stock/unh,['UNH'],,MarketWatch,https://web.archive.org/web/20190416211704/https://www.marketwatch.com/investing/stock/unh,UnitedHealth,3.8
UnitedHealth Group Incorporated (UNH) CEO David Wichmann on Q1 2019 Results - Earnings Call Transcript,04/16/2019,https://web.archive.org/web/20190416211704/https://www.marketwatch.com/investing/stock/unh,['UNH'],,MarketWatch,https://web.archive.org/web/20190416211704/https://www.marketwatch.com/investing/stock/unh,UnitedHealth,3.8
UnitedHealth Group (NYSE:UNH) reported earnings of $3.73 per share beating Walls Streets expectations.,04/16/2019,https://web.archive.org/web/20190416211704/https://www.marketwatch.com/story/unitedhealth-group-nyseunh-reported-earnings-of-373-per-share-beating-walls-streets-expectations-2019-04-16?mod=mw_quote_news,['UNH'],,MarketWatch,https://web.archive.org/web/20190416211704/https://www.marketwatch.com/investing/stock/unh,UnitedHealth,3.8
Why UnitedHealth Group (UNH) Might Surprise This Earnings Season,04/15/2020,https://web.archive.org/web/20200415020741/https://www.zacks.com/stock/quote/UNH,['UNH'],,Zacks,https://web.archive.org/web/20200415020741/https://www.zacks.com/stock/quote/UNH,UnitedHealth,3.8
What's in the Cards for UnitedHealth's (UNH) Q1 Earnings?,04/15/2020,https://web.archive.org/web/20200415020741/https://www.zacks.com/stock/quote/UNH,['UNH'],,Zacks,https://web.archive.org/web/20200415020741/https://www.zacks.com/stock/quote/UNH,UnitedHealth,3.8
UnitedHealth's (UNH) Senior Unsecured Debt Rated by Moody's,03/10/2017,https://web.archive.org/web/20170310014924/https://www.thestreet.com/quote/UNH.html,['UNH'],,The Street,https://web.archive.org/web/20170310014924/https://www.thestreet.com/quote/UNH.html,UnitedHealth,3.8
Surging Earnings Estimates Signal Good News for UnitedHealth Group (UNH),01/31/2018,https://web.archive.org/web/20180131001809/https://www.zacks.com/stock/quote/UNH,['UNH'],,Zacks,https://web.archive.org/web/20180131001809/https://www.zacks.com/stock/quote/UNH,UnitedHealth,3.8
"Dow 30 Stock Roundup: Earnings Beats at UnitedHealth, Travelers Co, Verizon; IBM '16 Guidance Weak",01/30/2016,https://web.archive.org/web/20160130123212/http://www.zacks.com/stock/quote/UNH,['UNH'],,Zacks,https://web.archive.org/web/20160130123212/http://www.zacks.com/stock/quote/UNH,UnitedHealth,3.8
Edited Transcript of UNH earnings conference call or presentation 16-Jan-18 1:45pm GMT,01/23/2018,https://web.archive.org/web/20180123005447/https://finance.yahoo.com/quote/UNH/,['UNH'],,Yahoo Finance,https://web.archive.org/web/20180123005447/https://finance.yahoo.com/quote/UNH/,UNH,3.8
UnitedHealth stock jumps after insurer's profit more than doubles on a one-time tax gain,01/23/2018,https://web.archive.org/web/20180123011423/https://www.cnbc.com/earnings/,['UNH'],,CNBC,https://web.archive.org/web/20180123011423/https://www.cnbc.com/earnings/,UnitedHealth,3.8
"UnitedHealth Beats on Q4 Earnings, Issues 2015 Guidance",01/23/2015,https://web.archive.org/web/20150123161231/http://www.zacks.com:80/stock/quote/UNH?,['UNH'],,Zacks,https://web.archive.org/web/20150123161231/http://www.zacks.com:80/stock/quote/UNH?,UnitedHealth,3.8
What to Expect When UnitedHealth Group (UNH) Reports Fourth-Quarter Earnings Tomorrow,01/21/2015,https://web.archive.org/web/20150121152248/http://www.thestreet.com/story/13016391/1/what-to-expect-when-unitedhealth-group-unh-reports-fourth-quarter-earnings-tomorrow.html?puc=TSMKTWATCH&cm_ven=TSMKTWATCH,['UNH'],,MarketWatch,https://web.archive.org/web/20150121152248/http://www.marketwatch.com/investing/stock/unh,UnitedHealth,3.8
"UnitedHealth's revenue, profit tops forecasts",01/19/2017,http:///web/20170119164854/http://www.marketwatch.com/story/unitedhealths-revenue-profit-tops-forecasts-2017-01-17-6485382,['UNH'],,MarketWatch,https://web.archive.org/web/20170119164854/http://www.marketwatch.com/investing/stock/unh,UnitedHealth,3.8
"Tax break helps UnitedHealth 4Q earnings, 2018 guidance soar",01/16/2018,https://web.archive.org/web/20180116151639/https://finance.yahoo.com/quote/UNH,['UNH'],,Yahoo Finance,https://web.archive.org/web/20180116151639/https://finance.yahoo.com/quote/UNH,UnitedHealth,3.8
How the New Tax Law Boosted UnitedHealth Earnings and Forecast,01/16/2018,https://web.archive.org/web/20180116151639/https://finance.yahoo.com/quote/UNH,['UNH'],,Yahoo Finance,https://web.archive.org/web/20180116151639/https://finance.yahoo.com/quote/UNH,UnitedHealth,3.8
UnitedHealth (UNH) Beats on Q4 Earnings Excluding Tax Impact,01/16/2018,https://web.archive.org/web/20180116151639/https://finance.yahoo.com/quote/UNH,['UNH'],,Yahoo Finance,https://web.archive.org/web/20180116151639/https://finance.yahoo.com/quote/UNH,UnitedHealth,3.8
UnitedHealth Group (UNH) Surpasses Q4 Earnings and Revenue Estimates,01/15/2019,https://web.archive.org/web/20190115235551/https://www.zacks.com/stock/quote/UNH,['UNH'],,Zacks,https://web.archive.org/web/20190115235551/https://www.zacks.com/stock/quote/UNH,UnitedHealth,3.8
What's in the Cards for UnitedHealth (UNH) Q4 Earnings?,01/14/2019,https://web.archive.org/web/20190114020313/https://finance.yahoo.com/quote/UNH/,['UNH'],,Yahoo Finance,https://web.archive.org/web/20190114020313/https://finance.yahoo.com/quote/UNH/,UnitedHealth,3.8
UnitedHealth Group (UNH) Earnings Expected to Grow: What to Know Ahead of Next Week's Release,01/14/2019,https://web.archive.org/web/20190114020313/https://finance.yahoo.com/quote/UNH/,['UNH'],,Yahoo Finance,https://web.archive.org/web/20190114020313/https://finance.yahoo.com/quote/UNH/,UnitedHealth,3.8
UnitedHealth Group (UNH) Reports Next Week: Wall Street Expects Earnings Growth,01/12/2020,https://web.archive.org/web/20200112031637/https://www.marketwatch.com/investing/stock/unh,['UNH'],,MarketWatch,https://web.archive.org/web/20200112031637/https://www.marketwatch.com/investing/stock/unh,UnitedHealth,3.8
Robust Revenues to Drive UnitedHealth's (UNH) Q4 Earnings,01/12/2018,https://web.archive.org/web/20180112192905/https://www.zacks.com/stock/quote/UNH,['UNH'],,Zacks,https://web.archive.org/web/20180112192905/https://www.zacks.com/stock/quote/UNH,UnitedHealth,3.8
UnitedHealth shares rise as company reiterates upbeat earnings outlook,01/03/2017,http:///web/20170103182846/http://www.marketwatch.com/story/unitedhealth-shares-rise-as-company-reiterates-upbeat-earnings-outlook-2016-11-28,['UNH'],,MarketWatch,https://web.archive.org/web/20170103182846/http://www.marketwatch.com:80/investing/Stock/UNH,UnitedHealth,3.8
"UnitedHealth Group (UNH): Strong Industry, Solid Earnings Estimate Revisions",01/03/2016,https://web.archive.org/web/20160103050351/http://www.zacks.com:80/stock/quote/UNH?,['UNH'],,Zacks,https://web.archive.org/web/20160103050351/http://www.zacks.com:80/stock/quote/UNH?,UnitedHealth,3.8
"Stock Market Rally Swings Amid Moderna Coronavirus Vaccine News; Netflix, JPMorgan, Domino's, UnitedHealth Earnings In Focus: Weekly Review",07/21/2020,https://web.archive.org/web/20200721200056/https://finance.yahoo.com/quote/UNH,['UNH'],,Yahoo Finance,https://web.archive.org/web/20200721200056/https://finance.yahoo.com/quote/UNH,UnitedHealth,3.5
"Robbins Arroyo LLP: Acquisition of Surgical Care Affiliates, Inc. 
      (SCAI) by UnitedHealth Group Incorporated (UNH) May Not Be in 
      Shareholders' Best Interests",01/19/2017,http:///web/20170119164854/http://www.marketwatch.com/story/robbins-arroyo-llp-acquisition-of-surgical-care-affiliates-inc-scai-by-unitedhealth-group-incorporated-unh-may-not-be-in-shareholders-best-interests-2017-01-10,['UNH'],,MarketWatch,https://web.archive.org/web/20170119164854/http://www.marketwatch.com/investing/stock/unh,UnitedHealth,3.5
"UnitedHealth (UNH) Provides Guidance for 2020, Shares Fall",12/10/2019,https://web.archive.org/web/20191210122112/https://www.marketwatch.com/investing/stock/unh,['UNH'],,MarketWatch,https://web.archive.org/web/20191210122112/https://www.marketwatch.com/investing/stock/unh,UnitedHealth,3.3
"UNH is uptoday,but where's it headed in this volatile, coronavirus-infected market?",12/07/2020,https://web.archive.org/web/20201207123054/https://www.zacks.com/stock/quote/UNH,['UNH'],,Zacks,https://web.archive.org/web/20201207123054/https://www.zacks.com/stock/quote/UNH,UNH,3.3
